surfaceType,surfaceId,actorType,actorRole,context,intent,transaction,journeyId,servicesInvolved,apisInvolved,registriesInvolved,trustSecurityChecks,dataRecords,eventTopics,uiSurface,mobileSurface,nompiloSupport,relatedFeatures,nextActions,completionCriteria,doctrineCompliance,orchestrationStatus,sourcePath,apiClientHook
"backend-capability","inpatient-service","sovereign-service","clinical/care-delivery","clinical/care-delivery","Inpatient canonical records","Inpatient Admission Workflow","inpatient-admission","inpatient-service","contract: contracts/openapi/inpatient.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","4 migration(s) in inpatient-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/inpatient-service",""
"backend-capability","integration-hub","sovereign-service","integration/interoperability","integration/interoperability","Integration Hub canonical records","Integration / Sync / Replay","integration-sync-replay","integration-hub","contract: contracts/openapi/integration-hub.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","4 migration(s) in integration-hub","tshepo-authz-service","","","indirect","","","","mapped","partial","services/integration-hub",""
"backend-capability","inventory-elmis-adapter","sovereign-service","clinical/care-delivery","clinical/care-delivery","Inventory Elmis Adapter canonical records","","","inventory-elmis-adapter","no-matched-openapi; status=partial","","TSHEPO ext_authz via Envoy","1 migration(s) in inventory-elmis-adapter","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/inventory-elmis-adapter",""
"backend-capability","inventory-service","sovereign-service","clinical/care-delivery","clinical/care-delivery","Inventory canonical records","","","inventory-service","contract: contracts/openapi/inventory.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","3 migration(s) in inventory-service","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/inventory-service",""
"backend-capability","iot-ingestion-service","sovereign-service","integration/platform-ops","integration/platform-ops","Iot Ingestion canonical records","Device / System Event Journey","device-system-event","iot-ingestion-service","contract: contracts/openapi/iot-ingestion.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","3 migration(s) in iot-ingestion-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/iot-ingestion-service",""
"backend-capability","jobs-service","sovereign-service","integration/interoperability","integration/interoperability","Jobs canonical records","","","jobs-service","contract: contracts/openapi/jobs.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","1 migration(s) in jobs-service","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/jobs-service",""
"backend-capability","landela-adapter-service","sovereign-service","integration/interoperability","integration/interoperability","Landela Adapter canonical records","Document Upload / Scan / Index","document-upload","landela-adapter-service","contract: contracts/openapi/landela-adapter.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","1 migration(s) in landela-adapter-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/landela-adapter-service",""
"backend-capability","learning-service","sovereign-service","experience/workflow-orchestration","experience/workflow-orchestration","Learning canonical records","Fundo / Learning Journey","fundo-learning","learning-service","contract: contracts/openapi/learning.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","9 migration(s) in learning-service","tshepo-authz-service; multiple-domain-services-via-bff","","","indirect","","","","mapped","partial","services/learning-service",""
"backend-capability","llm-orchestration-service","sovereign-service","integration/platform-ops","integration/platform-ops","Llm Orchestration canonical records","Social / Community / Timeline","social-community","llm-orchestration-service","no-matched-openapi; status=partial","","TSHEPO ext_authz via Envoy","1 migration(s) in llm-orchestration-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/llm-orchestration-service",""
"backend-capability","msika-flow-service","sovereign-service","enterprise/marketplace","enterprise/marketplace","Msika Flow canonical records","Marketplace Order","marketplace-order","msika-flow-service","contract: contracts/openapi/msika-flow.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","3 migration(s) in msika-flow-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/msika-flow-service",""
"backend-capability","msika-service","sovereign-service","enterprise/marketplace","enterprise/marketplace","Msika canonical records","Marketplace Order","marketplace-order","msika-service","no-matched-openapi; status=partial","","TSHEPO ext_authz via Envoy","5 migration(s) in msika-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/msika-service",""
"backend-capability","mushe-wallet-service","sovereign-service","enterprise/finance","enterprise/finance","Mushe Wallet canonical records","Payment / Billing / Exemption / Claim","payment-billing-claim","mushe-wallet-service","contract: contracts/openapi/mushe-wallet.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","2 migration(s) in mushe-wallet-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/mushe-wallet-service",""
"backend-capability","mushex-service","sovereign-service","enterprise/finance","enterprise/finance","Mushex canonical records","Payment / Billing / Exemption / Claim","payment-billing-claim","mushex-service","contract: contracts/openapi/mushex.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","8 migration(s) in mushex-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/mushex-service",""
"backend-capability","mvumo-service","sovereign-service","trust/identity-governance","trust/identity-governance","Mvumo canonical records","Telemedicine Encounter","telemedicine-encounter","mvumo-service","contract: contracts/openapi/mvumo.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","4 migration(s) in mvumo-service","","","","indirect","","","","mapped","partial","services/mvumo-service",""
"backend-capability","national-data-repository-service","sovereign-service","data/intelligence","data/intelligence","National Data Repository canonical records","","","national-data-repository-service","contract: contracts/openapi/national-data-repository.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","1 migration(s) in national-data-repository-service","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/national-data-repository-service",""
"backend-capability","ndila-service","sovereign-service","integration/interoperability","integration/interoperability","canonical geospatial location registry; routing, ETA, and distance matrix orchestration; geofencing and catchment boundary operations; tracking asset telemetry normalization; spatial search and geospatial intelligence context","Surveillance / Outbreak Response","surveillance-outbreak","ndila-service","contract: contracts/openapi/ndila.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","1 migration(s) in ndila-service","tshepo-authz-service; tuso-service; indawo-service; varapi-service; surveillance-service","NdilaIntelligencePanel","","indirect","","","","mapped","partial","services/ndila-service","lib/ndila/ndila-client.ts"
"backend-capability","ndr-service","sovereign-service","data/intelligence","data/intelligence","Ndr canonical records","","","ndr-service","contract: contracts/openapi/ndr.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","3 migration(s) in ndr-service","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/ndr-service",""
"backend-capability","nhume-service","sovereign-service","integration/interoperability","integration/interoperability","dispatch request and assignment lifecycle; courier and fleet operational registry; last-mile tracking and proof-of-delivery telemetry; delivery chain-of-custody and exception workflow","Dispatch / Delivery (NHUME)","dispatch-delivery","nhume-service","no-matched-openapi; status=partial","","TSHEPO ext_authz via Envoy","4 migration(s) in nhume-service","tshepo-authz-service; ndila-service; vito-service; varapi-service; tuso-service; indawo-service; msika-service; mushex-service","/nhume/*, /operations/dispatch","","indirect","","","","mapped","partial","services/nhume-service","lib/nhume.ts, useDispatchOps.ts"
"backend-capability","notification-service","sovereign-service","integration/interoperability","integration/interoperability","Notification canonical records","Appointment Scheduling","appointment-scheduling","notification-service","contract: contracts/openapi/notification.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","6 migration(s) in notification-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/notification-service",""
"backend-capability","observability-service","sovereign-service","integration/platform-ops","integration/platform-ops","Observability canonical records","","","observability-service","contract: contracts/openapi/observability.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","2 migration(s) in observability-service","tshepo-authz-service","","","indirect","","","","orphan-backend","orphan-backend","services/observability-service",""
"backend-capability","offline-edge-service","sovereign-service","integration/platform-ops","integration/platform-ops","Offline Edge canonical records","Device / System Event Journey","device-system-event","offline-edge-service","contract: contracts/openapi/offline-edge.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","8 migration(s) in offline-edge-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/offline-edge-service",""
"backend-capability","offline-sync-service","sovereign-service","integration/interoperability","integration/interoperability","Offline Sync canonical records","Integration / Sync / Replay","integration-sync-replay","offline-sync-service","contract: contracts/openapi/offline-sync.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","2 migration(s) in offline-sync-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/offline-sync-service",""
"backend-capability","oros-service","sovereign-service","clinical/care-delivery","clinical/care-delivery","Oros canonical records","Outpatient Consultation","outpatient-consultation","oros-service","contract: contracts/openapi/oros.openapi.yaml; status=partial","","TSHEPO ext_authz via Envoy","2 migration(s) in oros-service","tshepo-authz-service","","","indirect","","","","mapped","partial","services/oros-service",""
